customer_name,customer_contact_name,customer_country,employee_name,employee_title,shipper_name,ship_name,order_date,delivery_date,freight_value,order_value,billable_value
Customer QVEPD,"Garden, Euan",Brazil,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 67-A,2023-04-29,2023-06-10,85.8,1838,1923.8
Customer QVEPD,"Garden, Euan",Brazil,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 67-B,2022-06-10,2022-07-22,60.43,965,1025.43
Customer QVEPD,"Garden, Euan",Brazil,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 67-C,2022-08-28,2022-10-09,14.25,372.375,386.625
Customer QVEPD,"Garden, Euan",Brazil,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 67-C,2023-01-26,2023-02-23,160.55,2603,2763.55
Customer QVEPD,"Garden, Euan",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 67-A,2021-09-06,2021-10-04,29.76,349.5,379.26
Customer QVEPD,"Garden, Euan",Brazil,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 67-C,2022-02-14,2022-03-14,68.66,914.4,983.06
Customer QVEPD,"Garden, Euan",Brazil,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 67-A,2022-08-06,2022-09-03,50.97,560,610.97
Customer QXPPT,"Wright, David",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 45-A,2022-10-27,2022-11-24,51.44,844.2525,895.6925
Customer QXPPT,"Wright, David",United States,"Davis, Sara",CEO,Shipper ETYNR,Ship to 45-C,2022-06-25,2022-07-23,13.73,317.75,331.48
Customer QXPPT,"Wright, David",United States,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 45-C,2023-02-12,2023-03-12,90.97,1378.07,1469.04
Customer QXPPT,"Wright, David",United States,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 45-A,2022-11-10,2022-12-08,45.97,536.4,582.37
Customer QXVLA,"Bansal, Dushyant",France,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 7-A,2022-09-23,2022-10-21,27.94,660,687.94
Customer QXVLA,"Bansal, Dushyant",France,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 7-C,2022-06-12,2022-07-10,88.4,1761,1849.4
Customer QXVLA,"Bansal, Dushyant",France,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 7-A,2021-07-25,2021-08-22,55.28,1176,1231.28
Customer QXVLA,"Bansal, Dushyant",France,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 7-C,2022-02-05,2022-03-05,156.66,1994.52,2151.18
Customer QXVLA,"Bansal, Dushyant",France,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 7-C,2022-02-18,2022-03-18,53.3,1838.2,1891.5
Customer QXVLA,"Bansal, Dushyant",France,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 7-C,2021-09-04,2021-10-16,5.74,1420,1425.74
Customer QXVLA,"Bansal, Dushyant",France,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 7-B,2022-06-30,2022-07-28,59.14,593.75,652.89
Customer QXVLA,"Bansal, Dushyant",France,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 7-B,2022-08-12,2022-09-09,30.36,450,480.36
Customer QXVLA,"Bansal, Dushyant",France,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 7-C,2021-11-22,2021-12-20,131.7,7390.2,7521.9
Customer QXVLA,"Bansal, Dushyant",France,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 7-B,2022-06-05,2022-07-03,8.05,520.41,528.46
Customer QXVLA,"Bansal, Dushyant",France,"Suurs, Paul",Sales Representative,Shipper GVSUA,Ship to 7-C,2023-01-12,2023-02-09,7.09,730,737.09
Customer QZURI,"Uppal, Sunil",Portugal,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 60-C,2023-04-08,2023-05-06,202.24,2633.9,2836.14
Customer QZURI,"Uppal, Sunil",Portugal,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 60-B,2021-10-23,2021-11-20,15.51,285.12,300.63
Customer QZURI,"Uppal, Sunil",Portugal,"Lew, Judy",Sales Manager,Shipper ZHISN,Ship to 60-A,2022-02-03,2022-03-03,73.83,851.2,925.03
Customer QZURI,"Uppal, Sunil",Portugal,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 60-A,2022-03-17,2022-04-14,13.02,558,571.02
Customer QZURI,"Uppal, Sunil",Portugal,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 60-A,2021-12-27,2022-01-24,60.26,716.72,776.98
Customer RFNQC,"Boseman, Randall",United Kingdom,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination QTKCU,2023-04-28,2023-05-12,278.96,3740,4018.96
Customer RFNQC,"Boseman, Randall",United Kingdom,"Cameron, Maria",Sales Representative,Shipper GVSUA,Destination FRCGJ,2023-03-31,2023-04-28,185.48,2772,2957.48
Customer RFNQC,"Boseman, Randall",United Kingdom,"Davis, Sara",CEO,Shipper GVSUA,Destination QTKCU,2021-11-26,2022-01-07,71.97,950,1021.97
Customer RFNQC,"Boseman, Randall",United Kingdom,"Davis, Sara",CEO,Shipper ZHISN,Destination BBMRT,2022-01-01,2022-01-29,83.93,3063,3146.93
Customer RFNQC,"Boseman, Randall",United Kingdom,"King, Russell",Sales Representative,Shipper ZHISN,Destination FRCGJ,2023-04-24,2023-05-22,46.62,817.875,864.495
Customer RFNQC,"Boseman, Randall",United Kingdom,"King, Russell",Sales Representative,Shipper ZHISN,Destination QTKCU,2022-05-09,2022-06-06,74.46,796.35,870.81
Customer RFNQC,"Boseman, Randall",United Kingdom,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination BBMRT,2023-04-15,2023-05-13,74.36,1966.81,2041.17
Customer RFNQC,"Boseman, Randall",United Kingdom,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination FRCGJ,2022-11-03,2022-11-17,16.56,655,671.56
Customer RTXGC,"Raghav, Amritansh",France,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 9-B,2023-03-06,2023-04-03,134.64,1788.63,1923.27
Customer RTXGC,"Raghav, Amritansh",France,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 9-C,2023-03-11,2023-04-08,19.77,360,379.77
Customer RTXGC,"Raghav, Amritansh",France,"Davis, Sara",CEO,Shipper ETYNR,Ship to 9-B,2022-05-02,2022-05-30,11.06,818.4,829.46
Customer RTXGC,"Raghav, Amritansh",France,"Davis, Sara",CEO,Shipper ETYNR,Ship to 9-B,2023-01-12,2023-01-26,63.54,843,906.54
Customer RTXGC,"Raghav, Amritansh",France,"Davis, Sara",CEO,Shipper ZHISN,Ship to 9-A,2021-10-29,2021-11-26,166.31,2436.18,2602.49
Customer RTXGC,"Raghav, Amritansh",France,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 9-B,2023-02-05,2023-03-05,112.27,1979.23,2091.5
Customer RTXGC,"Raghav, Amritansh",France,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 9-C,2021-10-16,2021-11-27,10.19,88.5,98.69
Customer RTXGC,"Raghav, Amritansh",France,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 9-B,2022-09-10,2022-09-24,113.15,1930.4,2043.55
Customer RTXGC,"Raghav, Amritansh",France,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 9-A,2023-02-09,2023-03-09,60.42,917,977.42
Customer RTXGC,"Raghav, Amritansh",France,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 9-A,2022-11-06,2022-12-04,16.97,360,376.97
Customer RTXGC,"Raghav, Amritansh",France,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 9-B,2021-11-25,2021-12-23,96.04,1549.6,1645.64
Customer RTXGC,"Raghav, Amritansh",France,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 9-B,2022-10-23,2022-11-06,63.2,1296,1359.2
Customer RTXGC,"Raghav, Amritansh",France,"Mortensen, Sven",Sales Manager,Shipper GVSUA,Ship to 9-A,2022-11-05,2022-12-03,20.12,484.2625,504.3825
Customer RTXGC,"Raghav, Amritansh",France,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 9-A,2023-05-06,2023-06-03,38.28,792.75,831.03
Customer RTXGC,"Raghav, Amritansh",France,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 9-C,2022-03-11,2022-04-08,64.56,1820.8,1885.36
Customer RTXGC,"Raghav, Amritansh",France,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 9-C,2022-11-26,2022-12-24,16.71,1948.5,1965.21
Customer RTXGC,"Raghav, Amritansh",France,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 9-B,2022-04-18,2022-05-16,350.64,2550,2900.64
Customer SFOGW,"Luper, Steve",Belgium,"Davis, Sara",CEO,Shipper ETYNR,Ship to 76-A,2023-04-21,2023-05-19,29.59,732.6,762.19
Customer SFOGW,"Luper, Steve",Belgium,"Doyle, Patricia",Sales Representative,Shipper GVSUA,Ship to 76-C,2022-03-14,2022-04-11,68.52,1505.18,1573.7
Customer SFOGW,"Luper, Steve",Belgium,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 76-B,2023-04-20,2023-05-18,0.17,1754.5,1754.67
Customer SFOGW,"Luper, Steve",Belgium,"Funk, Don","Vice President, Sales",Shipper ZHISN,Ship to 76-C,2023-01-22,2023-03-05,56.46,1112,1168.46
Customer SFOGW,"Luper, Steve",Belgium,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 76-A,2022-02-26,2022-03-26,147.06,3891,4038.06
Customer SFOGW,"Luper, Steve",Belgium,"Mortensen, Sven",Sales Manager,Shipper ETYNR,Ship to 76-B,2023-01-20,2023-02-17,424.3,4581,5005.3
Customer SFOGW,"Luper, Steve",Belgium,"Mortensen, Sven",Sales Manager,Shipper ZHISN,Ship to 76-B,2022-03-04,2022-04-01,14.78,713.3,728.08
Customer SFOGW,"Luper, Steve",Belgium,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 76-B,2021-07-09,2021-08-06,51.3,3597.9,3649.2
Customer SFOGW,"Luper, Steve",Belgium,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 76-B,2021-09-10,2021-10-08,6.27,2708.8,2715.07
Customer SFOGW,"Luper, Steve",Belgium,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 76-A,2023-03-06,2023-04-17,15.55,2255.5,2271.05
Customer SFOGW,"Luper, Steve",Belgium,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 76-B,2022-12-05,2023-01-02,1.59,28,29.59
Customer SFOGW,"Luper, Steve",Belgium,"Suurs, Paul",Sales Representative,Shipper ZHISN,Ship to 76-B,2023-02-12,2023-03-12,5.64,1209,1214.64
Customer SIUIH,"Troup, Carol",Spain,"Davis, Sara",CEO,Shipper ZHISN,Ship to 69-B,2021-09-16,2021-10-14,7.56,498.5,506.06
Customer SIUIH,"Troup, Carol",Spain,"Funk, Don","Vice President, Sales",Shipper GVSUA,Ship to 69-A,2023-04-09,2023-05-07,32.99,361,393.99
Customer SIUIH,"Troup, Carol",Spain,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 69-C,2023-03-02,2023-03-30,8.29,365.89,374.18
Customer SIUIH,"Troup, Carol",Spain,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 69-A,2021-08-14,2021-08-28,2.94,86.5,89.44
Customer SIUIH,"Troup, Carol",Spain,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 69-B,2021-08-15,2021-09-12,12.69,155.4,168.09
Customer SNXOJ,"Syamala, Manoj",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 86-A,2021-09-09,2021-10-07,45.08,755,800.08
Customer SNXOJ,"Syamala, Manoj",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 86-A,2022-09-01,2022-09-29,20.6,397.8,418.4
Customer SNXOJ,"Syamala, Manoj",Germany,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 86-C,2023-04-23,2023-05-21,71.64,1485.8,1557.44
Customer SNXOJ,"Syamala, Manoj",Germany,"Cameron, Maria",Sales Representative,Shipper GVSUA,Ship to 86-C,2022-08-14,2022-09-11,41.38,589,630.38
Customer SNXOJ,"Syamala, Manoj",Germany,"Davis, Sara",CEO,Shipper ETYNR,Ship to 86-C,2022-09-15,2022-10-13,47.22,625.275,672.495
Customer SNXOJ,"Syamala, Manoj",Germany,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 86-B,2021-09-23,2021-10-21,40.26,1614.8,1655.06
Customer SNXOJ,"Syamala, Manoj",Germany,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 86-A,2022-04-22,2022-06-03,105.65,1942,2047.65
Customer SNXOJ,"Syamala, Manoj",Germany,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 86-B,2021-11-07,2021-12-05,0.78,363.6,364.38
Customer SNXOJ,"Syamala, Manoj",Germany,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 86-A,2022-08-21,2022-09-18,23.55,708.75,732.3
Customer SNXOJ,"Syamala, Manoj",Germany,"Suurs, Paul",Sales Representative,Shipper ETYNR,Ship to 86-A,2021-11-18,2021-12-16,36.71,1106.4,1143.11
Customer SRQVM,"Li, Yan",Brazil,"Davis, Sara",CEO,Shipper ETYNR,Ship to 88-A,2023-02-20,2023-03-20,1.66,33.75,35.41
Customer SRQVM,"Li, Yan",Brazil,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Ship to 88-A,2023-02-24,2023-03-24,13.72,342,355.72
Customer SRQVM,"Li, Yan",Brazil,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 88-A,2022-07-01,2022-07-29,13.41,142.5,155.91
Customer SRQVM,"Li, Yan",Brazil,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 88-C,2023-01-01,2023-01-29,4.87,140,144.87
Customer SRQVM,"Li, Yan",Brazil,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 88-A,2022-08-25,2022-09-22,0.14,1371.8,1371.94
Customer SRQVM,"Li, Yan",Brazil,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 88-B,2021-07-15,2021-08-12,13.97,517.8,531.77
Customer SRQVM,"Li, Yan",Brazil,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 88-C,2022-01-21,2022-02-18,44.12,1707.84,1751.96
Customer SRQVM,"Li, Yan",Brazil,"Peled, Yael",Sales Representative,Shipper GVSUA,Ship to 88-B,2022-12-30,2023-01-27,55.23,1193.01,1248.24
Customer SRQVM,"Li, Yan",Brazil,"Peled, Yael",Sales Representative,Shipper ZHISN,Ship to 88-A,2023-03-09,2023-04-06,47.59,619.5,667.09
Customer TDKEG,"Nash, Mike",Argentina,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 54-A,2023-03-30,2023-04-27,217.86,2220,2437.86
Customer TDKEG,"Nash, Mike",Argentina,"King, Russell",Sales Representative,Shipper ETYNR,Ship to 54-C,2023-03-18,2023-04-15,49.56,781,830.56
Customer TDKEG,"Nash, Mike",Argentina,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 54-A,2022-05-08,2022-06-05,8.12,110,118.12
Customer TDKEG,"Nash, Mike",Argentina,"Lew, Judy",Sales Manager,Shipper GVSUA,Ship to 54-C,2022-01-09,2022-02-06,29.83,319.2,349.03
Customer TDKEG,"Nash, Mike",Argentina,"Peled, Yael",Sales Representative,Shipper ETYNR,Ship to 54-B,2023-02-20,2023-03-20,1.27,30,31.27
Customer THHDP,"Kane, John",Austria,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination CUVPF,2023-03-26,2023-04-23,353.07,4813.5,5166.57
Customer THHDP,"Kane, John",Austria,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination FFXKT,2022-01-02,2022-02-13,67.88,2713.5,2781.38
Customer THHDP,"Kane, John",Austria,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination FFXKT,2022-12-24,2023-01-21,126.66,2158,2284.66
Customer THHDP,"Kane, John",Austria,"Cameron, Maria",Sales Representative,Shipper ZHISN,Destination RVDMF,2022-06-17,2022-07-29,26.06,550.5875,576.6475
Customer THHDP,"Kane, John",Austria,"Davis, Sara",CEO,Shipper GVSUA,Destination RVDMF,2021-07-17,2021-08-14,140.51,1614.88,1755.39
Customer THHDP,"Kane, John",Austria,"Davis, Sara",CEO,Shipper GVSUA,Destination RVDMF,2021-11-11,2021-12-09,162.33,5398.725,5561.055
Customer THHDP,"Kane, John",Austria,"Davis, Sara",CEO,Shipper ZHISN,Destination CUVPF,2023-03-23,2023-04-20,74.6,1408,1482.6
Customer THHDP,"Kane, John",Austria,"Davis, Sara",CEO,Shipper ZHISN,Destination FFXKT,2022-12-11,2023-01-08,96.43,2030.4,2126.83
Customer THHDP,"Kane, John",Austria,"Davis, Sara",CEO,Shipper ZHISN,Destination RVDMF,2022-12-15,2023-01-12,351.53,6635.275,6986.805
Customer THHDP,"Kane, John",Austria,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Destination CUVPF,2022-12-10,2023-01-07,11.19,344,355.19
Customer THHDP,"Kane, John",Austria,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Destination CUVPF,2023-04-13,2023-05-11,754.26,6750,7504.26
Customer THHDP,"Kane, John",Austria,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Destination FFXKT,2021-07-23,2021-08-20,146.06,1873.8,2019.86
Customer THHDP,"Kane, John",Austria,"Funk, Don","Vice President, Sales",Shipper ETYNR,Destination RVDMF,2021-11-29,2021-12-27,101.95,1689.78,1791.73
Customer THHDP,"Kane, John",Austria,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination CUVPF,2022-07-10,2022-08-07,96.78,4725,4821.78
Customer THHDP,"Kane, John",Austria,"Funk, Don","Vice President, Sales",Shipper ZHISN,Destination RVDMF,2023-04-01,2023-05-13,117.61,4288.85,4406.46
Customer THHDP,"Kane, John",Austria,"King, Russell",Sales Representative,Shipper GVSUA,Destination CUVPF,2022-09-12,2022-10-10,78.09,1536.8,1614.89
Customer THHDP,"Kane, John",Austria,"King, Russell",Sales Representative,Shipper GVSUA,Destination CUVPF,2023-01-16,2023-02-13,411.88,4705.5,5117.38
Customer THHDP,"Kane, John",Austria,"King, Russell",Sales Representative,Shipper ZHISN,Destination CUVPF,2023-04-08,2023-05-06,79.46,4680.9,4760.36
Customer THHDP,"Kane, John",Austria,"King, Russell",Sales Representative,Shipper ZHISN,Destination FFXKT,2022-08-15,2022-09-12,477.9,5510.5925,5988.4925
Customer THHDP,"Kane, John",Austria,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination CUVPF,2022-04-22,2022-05-20,789.95,8623.45,9413.4
Customer THHDP,"Kane, John",Austria,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination CUVPF,2023-01-27,2023-02-24,100.22,2966.5,3066.72
Customer THHDP,"Kane, John",Austria,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination RVDMF,2022-02-11,2022-03-11,47.94,1792,1839.94
Customer THHDP,"Kane, John",Austria,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination CUVPF,2023-02-18,2023-03-18,162.75,6379.4,6542.15
Customer THHDP,"Kane, John",Austria,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination RVDMF,2023-05-05,2023-06-02,258.64,5218,5476.64
Customer THHDP,"Kane, John",Austria,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination CUVPF,2022-01-30,2022-02-13,458.78,4899.2,5357.98
Customer THHDP,"Kane, John",Austria,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination FFXKT,2021-12-13,2022-01-10,94.77,2900,2994.77
Customer THHDP,"Kane, John",Austria,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination RVDMF,2022-10-09,2022-11-06,272.47,3436.4435,3708.9135
Customer THHDP,"Kane, John",Austria,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination RVDMF,2022-01-03,2022-01-31,73.79,855.015,928.805
Customer THHDP,"Kane, John",Austria,"Suurs, Paul",Sales Representative,Shipper GVSUA,Destination RVDMF,2021-12-23,2022-01-20,126.38,2090.88,2217.26
Customer THHDP,"Kane, John",Austria,"Suurs, Paul",Sales Representative,Shipper ZHISN,Destination CUVPF,2022-12-03,2022-12-31,145.45,2286,2431.45
Customer TMXGN,"Makovac, Zrinka",Norway,"Davis, Sara",CEO,Shipper ETYNR,Ship to 70-B,2021-12-18,2022-01-15,93.63,1058.4,1152.03
Customer TMXGN,"Makovac, Zrinka",Norway,"Davis, Sara",CEO,Shipper ETYNR,Ship to 70-C,2023-02-26,2023-03-26,53.05,670,723.05
Customer TMXGN,"Makovac, Zrinka",Norway,"Funk, Don","Vice President, Sales",Shipper ETYNR,Ship to 70-C,2023-04-10,2023-04-24,4.62,622.35,626.97
Customer TMXGN,"Makovac, Zrinka",Norway,"King, Russell",Sales Representative,Shipper GVSUA,Ship to 70-B,2022-04-29,2022-05-27,13.37,200,213.37
Customer TMXGN,"Makovac, Zrinka",Norway,"King, Russell",Sales Representative,Shipper ZHISN,Ship to 70-B,2022-08-20,2022-09-17,38.64,500,538.64
Customer TMXGN,"Makovac, Zrinka",Norway,"Lew, Judy",Sales Manager,Shipper ETYNR,Ship to 70-B,2023-01-14,2023-02-11,72.19,2684.4,2756.59
Customer UBHAU,"Jaffe, David",United Kingdom,"Davis, Sara",CEO,Shipper ETYNR,Destination NZASL,2023-04-14,2023-04-28,123.83,1500,1623.83
Customer UBHAU,"Jaffe, David",United Kingdom,"Doyle, Patricia",Sales Representative,Shipper ZHISN,Destination DLEUN,2022-05-15,2022-06-12,4.87,139.8,144.67
Customer UBHAU,"Jaffe, David",United Kingdom,"Funk, Don","Vice President, Sales",Shipper ZHISN,Destination NZASL,2022-03-11,2022-04-08,45.59,1328,1373.59
Customer UBHAU,"Jaffe, David",United Kingdom,"King, Russell",Sales Representative,Shipper ZHISN,Destination DLEUN,2021-08-26,2021-09-23,22.77,479.4,502.17
Customer UBHAU,"Jaffe, David",United Kingdom,"Lew, Judy",Sales Manager,Shipper ETYNR,Destination NZASL,2023-03-13,2023-04-10,3.26,220,223.26
Customer UBHAU,"Jaffe, David",United Kingdom,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination DLEUN,2022-03-24,2022-04-21,6.88,386.2,393.08
Customer UBHAU,"Jaffe, David",United Kingdom,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination NZASL,2023-03-11,2023-04-08,2.17,711,713.17
Customer UBHAU,"Jaffe, David",United Kingdom,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination NZASL,2022-06-24,2022-07-22,29.6,477,506.6
Customer UBHAU,"Jaffe, David",United Kingdom,"Suurs, Paul",Sales Representative,Shipper ZHISN,Destination DLEUN,2022-05-16,2022-06-13,12.36,355.5,367.86
Customer UBHAU,"Jaffe, David",United Kingdom,"Suurs, Paul",Sales Representative,Shipper ZHISN,Destination DLEUN,2022-07-15,2022-08-26,29.98,493,522.98
Customer UISOJ,"Wu, Qiong",United States,"Cameron, Maria",Sales Representative,Shipper ETYNR,Ship to 43-B,2022-05-22,2022-06-19,11.92,210,221.92
Customer UISOJ,"Wu, Qiong",United States,"Davis, Sara",CEO,Shipper ZHISN,Ship to 43-B,2022-03-21,2022-04-18,7.48,147,154.48
Customer UMTLM,"Langohr, Kris",Venezuela,"Cameron, Maria",Sales Representative,Shipper ETYNR,Destination SXYQX,2022-04-07,2022-05-05,29.75,575,604.75
Customer UMTLM,"Langohr, Kris",Venezuela,"Cameron, Maria",Sales Representative,Shipper ZHISN,Destination SXYQX,2022-03-17,2022-04-14,4.41,180.48,184.89
Customer UMTLM,"Langohr, Kris",Venezuela,"Cameron, Maria",Sales Representative,Shipper ZHISN,Destination UOUWK,2023-03-18,2023-04-15,105.36,1762.7,1868.06
Customer UMTLM,"Langohr, Kris",Venezuela,"Davis, Sara",CEO,Shipper ETYNR,Destination UOUWK,2022-03-26,2022-04-23,30.53,1272,1302.53
Customer UMTLM,"Langohr, Kris",Venezuela,"Davis, Sara",CEO,Shipper GVSUA,Destination SXYQX,2023-03-25,2023-05-06,37.97,912,949.97
Customer UMTLM,"Langohr, Kris",Venezuela,"Doyle, Patricia",Sales Representative,Shipper ETYNR,Destination JYDLM,2022-10-15,2022-11-12,3.52,378,381.52
Customer UMTLM,"Langohr, Kris",Venezuela,"Funk, Don","Vice President, Sales",Shipper GVSUA,Destination UOUWK,2022-05-29,2022-06-26,83.22,880.5,963.72
Customer UMTLM,"Langohr, Kris",Venezuela,"King, Russell",Sales Representative,Shipper ETYNR,Destination JYDLM,2022-03-31,2022-04-28,210.19,3163.2,3373.39
Customer UMTLM,"Langohr, Kris",Venezuela,"King, Russell",Sales Representative,Shipper ETYNR,Destination JYDLM,2023-04-28,2023-05-26,120.92,1727.5,1848.42
Customer UMTLM,"Langohr, Kris",Venezuela,"King, Russell",Sales Representative,Shipper GVSUA,Destination UOUWK,2022-07-16,2022-08-27,58.3,2285,2343.3
Customer UMTLM,"Langohr, Kris",Venezuela,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination SXYQX,2023-03-19,2023-04-02,2.08,265.35,267.43
Customer UMTLM,"Langohr, Kris",Venezuela,"Lew, Judy",Sales Manager,Shipper GVSUA,Destination UOUWK,2022-12-25,2023-01-22,26.52,2341.364,2367.884
Customer UMTLM,"Langohr, Kris",Venezuela,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination JYDLM,2022-07-29,2022-08-26,8.11,353.2,361.31
Customer UMTLM,"Langohr, Kris",Venezuela,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination JYDLM,2022-08-22,2022-09-19,179.61,2054,2233.61
Customer UMTLM,"Langohr, Kris",Venezuela,"Peled, Yael",Sales Representative,Shipper ETYNR,Destination UOUWK,2023-02-02,2023-03-02,30.26,441.15,471.41
Customer UMTLM,"Langohr, Kris",Venezuela,"Peled, Yael",Sales Representative,Shipper GVSUA,Destination UOUWK,2023-02-23,2023-03-23,62.09,934.5,996.59
Customer UMTLM,"Langohr, Kris",Venezuela,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination JYDLM,2021-07-16,2021-08-13,81.91,1119.9,1201.81
Customer UMTLM,"Langohr, Kris",Venezuela,"Suurs, Paul",Sales Representative,Shipper GVSUA,Destination JYDLM,2021-12-26,2022-01-23,184.41,2122.92,2307.33
Customer USDBG,"Koch, Paul",France,"Davis, Sara",CEO,Shipper GVSUA,Destination OPXJT,2022-09-17,2022-10-15,30.34,920.1,950.44
Customer USDBG,"Koch, Paul",France,"Funk, Don","Vice President, Sales",Shipper ETYNR,Destination XBVKN,2023-03-24,2023-04-21,121.82,1733.06,1854.88
Customer USDBG,"Koch, Paul",France,"Lew, Judy",Sales Manager,Shipper ZHISN,Destination XBVKN,2023-01-29,2023-02-26,19.26,519,538.26
Customer VMLOG,"Benito, Almudena",Mexico,"Peled, Yael",Sales Representative,Shipper ZHISN,Destination LGGCH,2021-07-18,2021-08-15,3.25,100.8,104.05
Customer VONTK,"Toh, Karen",Mexico,"Cameron, Maria",Sales Representative,Shipper ZHISN,Ship to 80-C,2021-08-08,2021-08-22,13.84,420,433.84
Customer VONTK,"Toh, Karen",Mexico,"Davis, Sara",CEO,Shipper ETYNR,Ship to 80-B,2023-05-04,2023-06-01,15.67,360,375.67
Customer VONTK,"Toh, Karen",Mexico,"Davis, Sara",CEO,Shipper ETYNR,Ship to 80-C,2021-09-12,2021-10-10,63.79,954.4,1018.19
